228055,1
7327624,1
3181142,13
4010107,2
3878987,4
7327620,4
5047630,2
6442433,1
5003845,12
5618086,1
702141,1
228058,2
2978396,4
7720344,6
5820233,2
7720347,3
6912698,3
7926275,6
7271387,3
8065166,1
4972096,1
3189777,5
6516785,2
370258,1
425870,2
2450533,8
2513285,1
6052329,2
2484621,3
1450536,4
4369467,2
2142974,2
1367959,2
6052327,1
7845540,1
3904438,1
6814377,1
7158701,3
123852,5
3209311,6
7799770,9
3209312,1
5178990,3
2843830,2
5552149,5
978801,4
2843834,1
4970831,6
7306678,2
6264537,4
6429762,4
5416629,1
5477830,5
7909437,1
6429766,2
4621840,2
5321252,3
7677604,2
6852311,2
6854862,3
1998340,4
4160054,2
3302728,1
5278669,3
2911613,2
1393552,3
5275515,2
6350937,2
6088065,6
6139562,1
458332,7
3270849,3
7384776,13
4364731,2
4077157,8
494922,3
1300901,2
6350930,4
2713619,14
1642771,3
4676244,1
7075300,7
1227814,1
7585688,2
7075305,5
73623,1
2805499,7
4974621,1
2713617,18
2184597,1
5907524,2
4677191,3
4677190,2
3977458,1
6717814,7
260293,3
7933370,2
7884103,4
5371246,2
4169801,2
6006150,4
1219823,3
1302592,4
4972097,4
727898,2
2042361,7
8142024,2
2042367,7
842281,1
4032699,1
5797811,4
583933,5
4280333,3
4378490,3
3564248,2
3976179,2
6911342,1
2421087,2
5966569,1
1341791,15
5035871,3
1341793,1
4546726,2
5050798,1
6421171,6
3340121,2
5564102,1
5629909,10
119867,1
6036888,2
1185920,1
1447898,1
1932049,2
5204307,1
6449593,1
154582,2
5520936,1
1945174,12
671256,2
1882286,1
6534290,6
5330716,1
494314,3
3102544,6
6677307,1
882360,8
1795338,2
3446099,4
4324258,1
4589519,1
1878380,1
45706,1
7805903,5
5170785,1
5829804,1
2792894,4
4886266,2
353267,7
4388232,1
8004116,1
930891,1
6360493,1
6496005,1
250999,5
3140449,2
8199286,1
3770605,1
7584621,3
821008,19
3845638,1
5311779,2
2714581,6
1552851,7
2000583,4
2254778,10
6095950,4
6095953,1
3886034,2
2484629,1
2254776,2
3013694,8
2648167,1
6383694,4
3407146,1
7995442,1
7220840,1
5606771,1
5848522,1
688631,2
809729,1
6468512,1
160253,4
6235729,1
2198480,3
4041268,1
2702795,1
4262144,1
3199788,6
5552142,1
7562444,8
4232093,3
7781823,1
4178157,6
2877096,2
2732200,4
5813338,8
320506,3
7748257,7
6391514,2
5220600,2
7879213,2
3820027,2
6180741,1
3820021,1
1879894,2
8119335,6
6866865,3
246728,2
6866863,1
1003507,3
7940180,8
2634928,2
1680153,6
2788594,4
5081819,3
6576877,2
6816747,1
7940189,4
7080835,3
1314305,2
4157608,3
8239077,1
6246252,4
4014403,1
1859196,2
2739525,3
7880175,6
7580180,2
4785543,4
8110861,1
874976,5
5549987,1
462351,2
775160,8
2632181,1
1498213,2
2179014,1
5656671,5
549932,2
828180,2
3635376,2
549931,3
8195882,2
2126356,1
6838091,1
5617360,5
6497757,1
1243912,3
584445,5
7538128,3
1480451,7
2210714,2
6310973,5
533390,2
4108420,4
1144399,1
7594964,6
5652200,1
1745283,1
1488661,3
750880,1
1488664,14
4100968,2
6383017,1
2969534,2
3437587,11
6598683,1
6211866,4
2090138,5
7435319,2
2583963,7
1204346,1
6092637,1
6039965,1
1447890,1
7968691,3
6815095,6
4602140,2
1246856,2
4142514,6
1172150,8
1506618,6
4142517,2
6992274,1
1323021,4
4689834,4
4854275,3
3842862,2
7756820,2
2956691,24
2956692,6
2956694,1
178651,2
7514294,5
5418275,2
4278707,1
242144,14
4855584,5
5065957,3
4848008,14
7632999,6
7784170,6
7881221,5
27616,1
3946578,1
5891124,4
5816879,16
6211051,4
4488194,4
7394498,3
4447936,2
1930824,4
7533923,3
5816873,7
495899,3
4465601,2
5446075,10
6353291,1
7077790,4
7249409,1
2817574,2
4951384,1
5078162,1
3648078,9
5078167,2
1911797,10
1911796,8
446240,1
5096374,2
5210229,7
4097752,1
7443726,1
1247725,1
3582068,3
2179086,4
4102718,2
2094722,3
7963307,3
6301039,3
5362706,4
2295679,4
6185144,3
3873016,1
8305226,9
3637993,1
2295674,2
4376425,2
6717023,1
2333708,1
4988577,22
3468932,2
8211765,7
6221269,12
142762,4
2735528,3
2525121,2
7168358,1
2771866,1
2771867,2
5093633,2
6168206,6
3732820,9
961999,4
4204607,2
5242756,1
7835987,2
1882425,1
3631132,1
869654,1
1312365,3
6169157,2
4739885,1
4903904,4
3820663,1
6882366,1
7019111,1
3111687,5
461077,3
3630421,4
3681529,2
4564850,10
7515524,1
1037195,2
6724898,2
1544767,4
5723552,3
6340984,4
2015492,2
458334,12
3542358,4
7976633,11
4362122,1
3236061,4
3340199,1
1992911,1
4672682,3
1787612,2
1787611,6
428339,1
1787617,3
3236068,2
2887564,2
650935,2
7004852,2
609989,6
3433778,4
2576143,2
4995431,2
650932,2
4479200,2
6164051,12
4701851,20
6144161,8
4995438,1
1514671,4
4983497,5
6097940,1
6024158,10
1395339,1
3210969,2
5371478,1
3247862,1
6384372,3
4427690,1
3491576,10
1468403,2
621882,3
5380199,1
5819971,2
6557085,1
6904882,5
8277838,6
1258734,3
7989166,1
6904884,3
5245112,2
4327506,3
1550153,1
1560401,1
572087,2
7777146,3
4922494,6
3878794,1
3716179,2
1074483,2
5114344,2
4379950,28
968105,1
2417624,2
310906,7
1074489,3
6716378,1
1321053,2
266458,2
1877613,2
5748711,1
4405134,4
6402622,8
3346567,2
4111470,2
7749396,2
6763468,1
3064427,3
3144431,6
6529122,2
6209374,20
7121816,1
8169480,17
5683344,1
4027692,5
7479677,2
6010558,1
670399,17
3315829,2
2839470,5
3014784,1
389148,5
3014781,2
3682879,1
623915,2
4746226,1
4565722,2
431622,1
2588735,1
2124572,5
3866700,2
7934880,7
6476979,6
5879268,3
5310025,1
3953667,4
7736517,20
791253,1
7679416,3
3223997,4
5114349,7
6349853,8
956281,2
3733981,2
672731,2
4093127,2
6723692,3
1609100,1
6879194,1
2190539,5
5734955,2
4473225,2
5689254,2
6199308,2
141842,4
5450594,1
6459500,3
3473249,4
7286087,3
6944690,3
7634577,1
1105862,4
309423,2
5968610,2
3473243,2
3756411,2
260889,10
763189,1
3084864,13
1316995,1
1180297,3
2665239,4
5939867,2
2618094,3
2311857,1
3084869,1
7664791,2
1702148,1
351692,15
7840058,2
7814108,13
6488383,4
7279840,1
6337999,3
3363782,1
7840056,2
879025,2
6143383,1
5293403,2
7973942,5
4633752,1
5437149,1
5422504,1
7654803,1
6942525,4
3339360,5
8237005,12
6405391,7
4743520,2
1705430,3
2507206,3
5795752,1
1072246,2
4868096,1
5397485,18
2857899,2
5635080,4
7017377,2
7017374,3
5422508,2
2227848,5
8273033,2
1096454,2
4608422,2
2979783,4
7017378,3
7922459,1
7297557,3
7297551,4
7344740,2
