711,1092994
5016,1016113
443545,1009813
709,670206
2769,557293
3627,515795
16300,429387
705,375001
713,338133
3568,311560
10693,300715
707,297706
5777,270353
6401,261313
18566,254266
6735,253635
12765,238804
16854,235264
6403,233224
16847,217115
25755,195522
3051,187594
11339,180811
2774,174574
3764,170457
12480,150725
13,148962
11333,143781
8609,140436
3054,140212
5013,139289
25672,138739
13726,138649
16844,135711
1397,130630
3046,128099
7922,126731
18,123834
1665,123708
7163,121961
5708,117522
9571,110239
3032,109645
27299,109333
1395,109168
39624,109152
102829,107804
2386,107603
14764,107373
12025,107103
1177,106880
1036,104173
9262,101071
32793,100006
14684,97961
3785,97764
1474,97719
29160,94635
6943,92520
3787,92262
2795,91445
61955,91048
5902,90908
40286,90584
37693,89242
7167,87977
3053,87899
22926,87787
4004,87650
9299,86502
2792,85996
11332,85826
49,83671
1470,83656
30,83216
25677,83047
64547,82812
5652,82581
24143,82298
1622,82148
16405,81977
3241,81452
57421,81324
2773,81313
4517,80888
18559,80792
3791,80564
2766,80360
33513,80040
16851,79832
2764,78173
9966,77576
4371,76921
5705,76836
554,76714
3436,76441
33479,75736
28125,75072
78855,74369
33468,73745
8926,73565
6414,72915
13354,72619
5033,72612
6228,72332
2572,71443
85605,70775
15054,70699
120051,70611
13734,70424
11358,70131
779,69719
199,69693
28727,69355
7243,69299
32590,69252
16084,69003
14685,67825
6408,67443
2257,66910
198,66359
96184,66285
33350,65924
27302,64894
56,64832
33509,64638
14779,64004
2790,63470
61944,63382
714,63316
13885,63054
41736,62435
15945,61565
3772,61549
4015,61371
5538,61176
18754,60353
42139,59922
45966,59189
1392,58833
3570,58731
94538,58576
12486,58373
19363,58122
30248,57996
24678,57982
12484,57870
24138,57797
36610,57656
17670,57546
18783,57490
31254,57065
118134,56751
44008,56478
25958,56448
18570,56237
33481,56225
25727,56013
26426,55775
29398,55630
28427,55493
11076,55367
458,54158
6204,53687
93344,53205
6351,52802
25947,52660
6742,52422
78025,52389
4374,52322
2583,51925
24156,51915
31548,51872
15948,51493
14667,51452
744,51114
50334,51051
7166,50635
6233,50452
10957,50064
40,49650
530,49221
3050,49215
1628,49159
5012,49126
8366,48954
61959,48913
28721,48621
5900,48604
41484,47876
31826,47810
53029,47797
3430,47743
32588,47622
18506,46946
117952,46376
8350,46373
9573,46220
14769,46107
16244,46075
4013,46070
1034,46024
41776,45808
4521,45797
925,45782
25955,45531
61952,45172
7569,45100
6802,45056
1645,44924
5704,44724
39615,44491
1688,44471
8334,44024
31567,43983
102842,43543
1035,43481
9002,43419
3790,43333
2385,42735
17275,42655
40900,42450
78059,42029
226,41995
1181,41890
7232,41652
9537,41487
16845,41418
1654,41068
2770,40993
61965,40968
178,40946
5903,40840
30637,40775
12,40679
3029,40552
24097,40537
33519,40317
11502,40256
11330,40235
56419,39682
15448,39557
21310,39415
77613,39203
57997,39089
118123,39070
14285,38885
33,38815
5570,38636
7000,38569
17358,38422
26842,38408
57,38276
18493,38208
60526,38188
61970,37955
26984,37950
93871,37916
120448,37907
4527,37833
28257,37779
18504,37688
1889,37643
708,37558
1057,37486
33320,37465
33498,37452
11341,37297
6350,37213
16760,37205
4384,37103
58741,37045
11357,36986
61962,36955
83680,36832
107184,36479
28865,36215
24142,36187
