228055,1,0
7327624,1,0
3181142,13,10
3878987,6,0
1583077,1,1
7158701,1,1
6442433,1,0
5003845,20,1
5618086,1,1
702141,0,1
228058,1,1
2978396,1,3
7720344,5,4
5820233,1,1
89373,0,1
6912698,2,2
7926275,3,3
4970688,1,0
4972096,2,4
4972097,4,0
3189775,2,1
370258,1,0
425870,1,1
2450533,7,8
2513285,1,0
6052329,1,1
8121314,5,1
4518344,14,6
7805903,3,4
4369467,1,1
1367959,1,1
6052327,0,1
7203845,1,0
3904438,0,1
6814377,2,0
5552142,2,1
3209311,4,2
7799770,0,31
3209312,0,1
5178990,5,2
2843830,1,1
5552149,7,1
978801,4,0
2843834,0,1
4970831,8,9
2948846,3,0
2787067,0,4
6264537,5,5
6429762,10,6
5416629,1,0
5477830,3,7
7909437,0,2
6429766,1,1
1751891,3,4
5321252,3,2
7677604,2,0
6854862,2,3
4249519,1,0
1998340,2,2
4160054,1,1
3302728,0,1
5275515,1,1
7168358,0,1
6088065,6,5
8047559,1,0
458332,5,3
3270849,3,0
458334,15,10
4364731,1,1
1934653,11,7
494922,2,4
1300901,0,2
8197962,2,1
6350930,4,3
2713619,5,22
1642771,0,6
4676244,0,1
7075300,5,3
1227814,4,4
7585688,1,1
8192325,1,1
2805499,7,2
4974621,1,0
2713617,153,55
2184597,0,1
5283134,2,2
4677191,0,9
4677190,1,1
3977458,0,1
6717814,4,5
780911,0,1
6693031,0,1
5581282,1,1
1072246,2,1
4169801,4,1
6006150,2,2
1219823,2,1
1302592,4,4
3189777,11,5
727898,0,2
2042361,5,5
2511009,1,1
4321925,2,1
842281,1,0
5797811,0,4
583933,0,7
4280333,3,1
3350082,5,0
3564248,1,3
6911342,1,0
2421087,2,0
1341791,10,9
5035871,0,4
1341793,0,1
4546726,0,2
4471606,1,2
5426928,0,3
3340121,1,2
5629909,0,137
119867,0,1
2099416,2,1
6036888,3,1
1185920,0,1
4850858,0,1
5204307,1,0
6449593,1,0
5520936,0,1
1945174,0,14
671256,0,3
1882286,0,1
4784234,9,1
5330716,1,0
3102544,7,8
6677307,1,0
549753,3,0
1795338,1,1
3446099,3,3
4324258,1,0
3670813,1,0
6201813,0,13
5849402,0,1
400489,1,1
8186287,0,1
247460,3,4
3281038,5,7
4886266,1,2
353267,2,6
5219648,2,2
8004116,2,0
930891,1,0
6360493,1,0
2863845,1,1
5529254,5,5
250999,3,4
8199286,0,3
1373912,1,0
821008,32,22
